family_accession,family_id
PF03976.14,PPK2
PF17688.1,DUF5536
PF14061.6,Mtf2_C
PF02422.16,Keratin
PF00669.20,Flagellin_N
PF08679.11,DsrD
PF08325.10,WLM
PF06679.12,DUF1180
PF16767.5,KinB_sensor
PF11682.8,zinc_ribbon_11
PF02353.20,CMAS
PF06769.14,YoeB_toxin
PF16144.5,DUF4852
PF02552.16,CO_dh
PF11496.8,HDA2-3
PF05104.12,Rib_recp_KP_reg
PF09575.10,Spore_SspJ
PF04703.12,FaeA
PF13693.6,HTH_35
PF17431.2,YpmT
PF06256.11,Nucleo_LEF-12
PF10972.8,CsiV
PF16819.5,DUF5074
PF16974.5,NAR2
PF12709.7,Fungal_TACC
PF02419.17,PsbL
PF00724.20,Oxidored_FMN
PF01516.16,Orbi_VP6
PF16204.5,BDHCT_assoc
PF07483.11,W_rich_C
PF07986.12,TBCC
PF17995.1,GH101_N
PF17299.2,DUF5350
PF12305.8,DUF3630
PF07410.11,Phage_Gp111
PF09637.10,Med18
PF02248.16,Como_SCP
PF05540.11,Serpulina_VSP
PF15651.6,Tox-SGS
PF12227.8,DUF3603
PF17901.1,EF-hand_12
PF13933.6,HRXXH
PF03548.15,LolA
PF05115.14,PetL
PF07863.11,CtnDOT_TraJ
PF07270.11,DUF1438
PF14757.6,NSP2-B_epitope
PF07368.11,DUF1487
PF10631.9,DUF2477
PF07057.11,TraI
PF08674.10,AChE_tetra
PF07967.13,zf-C3HC
PF18128.1,HydF_dimer
PF03162.13,Y_phosphatase2
PF10910.8,DUF2744
PF03905.13,Corona_NS4
PF13214.6,DUF4022
PF06780.11,Erp_C
PF09432.10,THP2
PF04824.16,Rad21_Rec8
PF11483.8,DUF3209
PF09572.10,RE_XamI
PF10992.8,DUF2816
PF12195.8,End_beta_barrel
PF07874.11,DUF1660
PF00202.21,Aminotran_3
PF11430.8,EGL-1
PF12834.7,Phage_int_SAM_2
PF07235.11,DUF1427
PF14050.6,Nudc_N
PF17367.2,NiFe_hyd_3_EhaA
PF07310.13,PAS_5
PF08778.10,HIF-1a_CTAD
PF03677.13,UPF0137
PF04208.14,MtrA
PF05395.12,DARPP-32
PF16716.5,BST2
PF01870.18,Hjc
PF14944.6,TCRP1
PF00151.19,Lipase
PF07828.12,PA-IL
PF07925.11,RdRP_5
PF04273.13,DUF442
PF07313.12,DUF1460
PF17551.2,DUF5463
PF15532.6,Ntox30
PF16645.5,PHtD_u1
PF05935.11,Arylsulfotrans
PF10951.8,DUF2776
PF14835.6,zf-RING_6
PF15235.6,GRIN_C
PF05677.12,DUF818
PF16907.5,Caskin-Pro-rich
PF02180.17,BH4
PF08090.11,Enterotoxin_HS1
PF15523.6,Ntox16
PF01475.19,FUR
PF14654.6,Epiglycanin_C
PF08994.10,T4_Gp59_C
PF14322.6,SusD-like_3
PF09187.10,RdDM_RDM1
PF06342.12,DUF1057
PF05534.12,HicB
PF18220.1,BspA_v
PF15163.6,Meiosis_expr
PF07066.11,DUF3882
PF06176.11,WaaY
PF03332.13,PMM
PF11489.8,Aim21
PF06503.11,DUF1101
PF00698.21,Acyl_transf_1
PF15579.6,Imm52
PF11087.8,PRD1_DD
PF15803.5,zf-SCNM1
PF17556.2,MIT_LIKE_ACTX
PF14788.6,EF-hand_10
PF02870.15,Methyltransf_1N
PF00860.20,Xan_ur_permease
PF12356.8,BIRC6
PF17377.2,DUF5399
PF00493.23,MCM
PF00170.21,bZIP_1
PF06570.11,DUF1129
PF15880.5,NDUFV3
PF03286.14,Pox_Ag35
PF02366.18,PMT
PF17749.1,MIP-T3_C
PF03802.14,CitX
PF09765.9,WD-3
PF17020.5,DUF5097
PF15337.6,Vasculin
PF16318.5,DUF4957
PF02460.18,Patched
PF05820.11,Ac81
PF07076.11,DUF1344
PF18606.1,HTH_53
PF16994.5,Glyco_trans_4_5
PF17902.1,SH3_10
PF05616.13,Neisseria_TspB
PF15397.6,DUF4618
PF15702.5,HPS6
PF17959.1,EF-hand_14
PF10168.9,Nup88
PF12740.7,Chlorophyllase2
PF03906.14,Phage_T7_tail
PF05525.13,Branch_AA_trans
PF16631.5,TUTF7_u4
PF00765.17,Autoind_synth
PF09005.10,DUF1897
PF01036.18,Bac_rhodopsin
PF09332.11,Mcm10
PF08500.10,Tombus_P33
PF08830.10,DUF1806
PF07058.11,MAP70
PF18022.1,Lectin_C_term
PF02964.16,MeMO_Hyd_G
PF04163.12,Tht1
PF17029.5,DUF5100
PF12568.8,PanZ
PF16162.5,DUF4868
PF17455.2,LtuB
PF11402.8,Antifungal_prot
PF06564.12,CBP_BcsQ
PF06500.11,DUF1100
PF05561.11,DUF764
PF07592.11,DDE_Tnp_ISAZ013
PF02507.15,PSI_PsaF
PF11235.8,Med25_SD1
PF14140.6,YpzI
PF03131.17,bZIP_Maf
PF18237.1,Tk-SP_N-pro
PF16056.5,DUF4799
PF07902.11,Gp58
PF17662.1,DUF5524
PF13403.6,Hint_2
PF10534.9,CRIC_ras_sig
PF17463.2,GP79
PF11944.8,DUF3461
PF17381.2,Svs_4_5_6
PF16514.5,NADH-UOR_E
PF00863.19,Peptidase_C4
PF12518.8,DUF3721
PF14807.6,AP4E_app_platf
PF15465.6,DUF4634
PF00340.19,IL1
PF05714.11,Borrelia_lipo_1
PF07263.11,DMP1
PF08532.10,Glyco_hydro_42M
PF10467.9,Inhibitor_I48
PF17466.2,NinD
PF13013.6,F-box-like_2
PF07203.11,DUF1412
PF15974.5,Cadherin_tail
PF05867.11,DUF851
PF09129.11,Chol_subst-bind
PF05784.11,Herpes_UL82_83
PF07067.11,DUF1340
PF05889.13,SepSecS
PF14919.6,MTBP_mid
PF10542.9,Vitelline_membr
PF15449.6,Retinal
PF18725.1,HEPN_SAV2148
PF08129.11,Antimicrobial17
PF15102.6,TMEM154
PF09197.10,Rap1-DNA-bind
PF03317.13,ELF
PF10882.8,bPH_5
PF09041.10,Aurora-A_bind
PF06579.12,Ly-6_related
PF08051.11,Ery_res_leader1
PF00477.17,LEA_5
PF18173.1,bacHORMA_2
PF15127.6,SmAKAP
PF17069.5,RSRP
PF15633.6,Tox-ART-HYD1
PF09636.10,XkdW
PF06632.12,XRCC4
PF16043.5,DUF4795
PF05612.12,Leg1
PF07046.11,CRA_rpt
PF15859.5,DEC1
PF16972.5,TipE
PF18804.1,CxC3
PF02124.15,Marek_A
PF01824.18,MatK_N
PF17524.2,CnrY
PF07161.13,LppX_LprAFG
PF14861.6,Antimicrobial21
PF09519.10,RE_HindVP
PF15813.5,DUF4708
PF12047.8,DNMT1-RFD
PF00474.17,SSF
PF17211.3,VHL_C
PF17220.3,DUF5137
PF12385.8,Peptidase_C70
PF18548.1,MetOD2
PF06129.12,Chordopox_G3
PF02239.16,Cytochrom_D1
PF02388.16,FemAB
PF16018.5,Anillin_N
PF15160.6,SASRP1
PF01902.17,Diphthami_syn_2
PF07840.12,FadR_C
PF03314.14,DUF273
PF17617.2,US10
PF15585.6,Imm7
PF14488.6,DUF4434
PF10054.9,DUF2291
PF05368.13,NmrA
PF12454.8,Ecm33
PF12191.8,stn_TNFRSF12A
PF00865.18,Osteopontin
PF10599.9,Nup_retrotrp_bd
PF16067.5,DUF4809
PF16936.5,Holin_9
PF12832.7,MFS_1_like
PF06393.11,BID
PF10740.9,DUF2529
PF18493.1,DUF5617
PF06045.11,Rhamnogal_lyase
PF18745.1,SNAD2
PF02217.16,T_Ag_DNA_bind
PF13498.6,DUF4122
PF14649.6,Spatacsin_C
PF08058.11,NPCC
PF13139.6,DUF3981
PF02836.17,Glyco_hydro_2_C
PF16715.5,CDPS
PF14914.6,LRRC37AB_C
PF01678.19,DAP_epimerase
PF01238.21,PMI_typeI
PF11914.8,DUF3432
PF03418.14,Peptidase_A25
PF03549.14,Tir_receptor_M
PF13158.6,DUF3993
PF10045.9,DUF2280
PF07449.11,HyaE
PF17658.1,DUF5520
PF16461.5,Phage_TTP_12
PF08362.11,TetR_C_3
PF15298.6,AJAP1_PANP_C
PF14820.6,SPRR2
PF00809.22,Pterin_bind
PF14161.6,FAM110_N
PF17541.2,TssC
PF05686.12,Glyco_transf_90
PF06248.13,Zw10
PF18679.1,HTH_57
PF06413.11,Neugrin
PF08886.11,GshA
PF06933.11,SSP160
PF14084.6,DUF4264
PF01318.18,Bromo_coat
PF09193.10,CholecysA-Rec_N
PF16960.5,HpuA
PF02896.18,PEP-utilizers_C
PF04076.13,BOF
PF09220.10,LA-virus_coat
PF10469.9,AKAP7_NLS
PF13983.6,YsaB
PF18663.1,Pallilysin
PF15534.6,Ntox35
PF12201.8,bcl-2I13
PF04689.13,S1FA
PF17308.2,Corazonin
PF15114.6,UPF0640
PF06178.13,KdgM
PF00608.17,Adeno_shaft
PF16846.5,Cep3
PF15722.5,FAM153
PF13038.6,DUF3899
PF11300.8,DUF3102
PF03066.15,Nucleoplasmin
PF07276.11,PSGP
PF10462.9,Peptidase_M66
PF07922.11,Glyco_transf_52
PF17915.1,zf_Rg
PF02428.15,Prot_inhib_II
PF17219.3,YAF2_RYBP
PF15849.5,DUF4722
PF12788.7,YmaF
PF11853.8,DUF3373
PF00706.17,Toxin_4
PF18708.1,MapZ_C2
PF16065.5,DUF4807
PF10139.9,Virul_Fac
PF17268.2,DUF5334
PF13990.6,YjcZ
PF05357.13,Phage_Coat_A
PF13077.6,DUF3909
PF07417.12,Crl
PF10676.9,gerPA
PF01343.18,Peptidase_S49
PF08491.10,SE
PF04012.12,PspA_IM30
PF18168.1,PPL5
PF16551.5,Quaking_NLS
PF14839.6,DOR
PF17908.1,APAF1_C
PF05427.11,FIBP
PF14959.6,GSAP-16
PF06815.13,RVT_connect
PF18505.1,DUF5619
PF08289.11,Flu_M1_C
PF18191.1,PnpCD_PnpD_N
PF11982.8,DUF3483
PF10611.9,DUF2469
PF18776.1,Hexapep_loop
PF12306.8,PixA
PF06377.11,Adipokin_hormo
PF06218.11,NPR2
PF16165.5,Ferlin_C
PF17373.2,DUF5395
PF10810.8,DUF2545
PF12521.8,DUF3724
PF03851.14,UvdE
PF08189.11,Meleagrin
PF11336.8,DUF3138
PF18808.1,Importin_rep_4
PF05596.11,Taeniidae_ag
PF06789.12,UPF0258
PF01700.16,Orbi_VP3
PF04848.13,Pox_A22
PF15479.6,DUF4639
PF15537.6,Ntox43
PF06673.11,L_lactis_ph-MCP
PF15751.5,FANCA_interact
PF00620.27,RhoGAP
PF18216.1,N_formyltrans_C
PF08548.11,Peptidase_M10_C
PF07324.11,DGCR6
PF08195.11,TRI9
PF09140.11,MipZ
PF02352.15,Decorin_bind
PF05872.12,DUF853
PF18131.1,KN17_SH3
PF17664.1,DUF5526
PF07506.11,RepB
PF15108.6,TMEM37
PF17673.1,DUF5532
PF06018.14,CodY
PF08114.11,PMP1_2
PF15240.6,Pro-rich
PF03175.13,DNA_pol_B_2
PF00973.19,Paramyxo_ncap
PF02981.15,FokI_N
PF13109.6,AsmA_1
PF08472.10,S6PP_C
PF04684.13,BAF1_ABF1
PF17529.2,DUF5450
PF09726.9,Macoilin
PF17958.1,EF-hand_13
PF07325.11,Curto_V2
PF00822.20,PMP22_Claudin
PF17014.5,Mad3_BUB1_I_2
PF09562.10,RE_LlaMI
PF14186.6,Aida_C2
PF15499.6,Peptidase_C98
PF15605.6,Ntox28
PF09868.9,DUF2095
PF14519.6,Macro_2
PF16617.5,INTAP
PF17192.4,MukF_M
PF06583.12,Neogenin_C
PF10954.8,DUF2755
PF05281.11,Secretogranin_V
PF17047.5,SMP_LBD
PF08449.11,UAA
PF16963.5,PelD_GGDEF
PF11356.8,T2SSC
PF09061.6,Stirrup
PF15975.5,Flot
PF04129.12,Vps52
PF06763.11,Minor_tail_Z
PF08629.10,PDE8
PF15526.6,Ntox21
PF11535.8,Calci_bind_CcbP
PF11245.8,DUF2544
PF16049.5,Antimicrobial24
PF15565.6,Imm30
PF00489.17,IL6
PF18147.1,Suv3_C_1
PF11800.8,RP-C_C
PF08987.10,DUF1892
PF06862.12,UTP25
PF03953.17,Tubulin_C
PF05350.12,GSK-3_bind
PF16140.5,DUF4848
PF02144.16,Rad1
PF15440.6,THRAP3_BCLAF1
PF16298.5,DUF4940
PF11045.8,YbjM
PF16587.5,DUF5061
PF10668.9,Phage_terminase
PF01434.18,Peptidase_M41
PF11665.8,DUF3265
PF16703.5,DUF5064
PF16616.5,PHC2_SAM_assoc
PF15518.6,L_protein_N
PF10813.8,DUF2733
PF12575.8,Pox_EPC_I2-L1
PF11775.8,CobT_C
PF06454.11,DUF1084
PF03653.13,UPF0093
PF10547.9,P22_AR_N
PF08400.10,phage_tail_N
PF10279.9,Latarcin
PF14002.6,YniB
PF07026.11,DUF1317
PF06648.11,DUF1160
PF02112.15,PDEase_II
PF02551.15,Acyl_CoA_thio
PF09486.10,HrpB7
PF00715.17,IL2
PF03154.15,Atrophin-1
PF16723.5,DUF5065
PF03704.17,BTAD
PF18091.1,E3_UbLigase_RBR
PF16096.5,FXR_C1
PF15216.6,TSLP
PF17560.2,Megourin
PF17523.2,MPS-4
PF12118.8,SprA-related
PF07711.11,RabGGT_insert
PF17845.1,FbpC_C_terminal
PF16766.5,CID_GANP
PF02509.14,Rota_NS35
PF00604.17,Flu_PB2
PF17224.3,DUF5300
PF04881.13,Adeno_GP19K
PF05798.11,Phage_FRD3
PF14462.6,Prok-E2_E
PF02232.15,Alpha_TIF
PF06667.12,PspB
PF10395.9,Utp8
PF09683.10,Lactococcin_972
PF05993.12,Reovirus_M2
PF16341.5,DUF4971
PF14585.6,CagY_I
PF17806.1,SO_alpha_A3
PF07597.11,DUF1560
PF15665.5,FAM184
PF04555.13,XhoI
PF08332.10,CaMKII_AD
PF14007.6,YtpI
PF00607.20,Gag_p24
PF17592.2,DUF5489
PF06453.11,LT-IIB
PF11672.8,DUF3268
PF15950.5,DUF4758
PF08223.11,PaaX_C
PF17111.5,Helo_like_N
PF15424.6,ODAM
PF05277.12,DUF726
PF08199.11,E2
PF13764.6,E3_UbLigase_R4
PF10714.9,LEA_6
PF09807.9,ELP6
PF08291.11,Peptidase_M15_3
PF15574.6,Imm48
PF02387.15,IncFII_repA
PF00760.18,Cucumo_coat
PF07168.11,Ureide_permease
PF04530.12,Viral_Beta_CD
PF05690.14,ThiG
PF18586.1,zf-CCCH_7
PF15663.5,zf-CCCH_3
PF02533.15,PsbK
PF02905.14,EBV-NA1
PF13150.6,DUF3989
PF09521.10,RE_NgoPII
PF14909.6,SPATA6
PF04276.12,DUF443
PF15910.5,V-set_2
PF18768.1,HTH_Bact
PF01771.17,Viral_alk_exo
PF16346.5,DUF4975
PF14131.6,DUF4298
PF13220.6,DUF4028
PF10850.8,DUF2653
PF04568.12,IATP
PF07489.11,Tir_receptor_C
PF11573.8,Med23
PF16117.5,DUF4833
PF17389.2,Bac_rhamnosid6H
PF05891.12,Methyltransf_PK
PF18182.1,mCpol
PF17828.1,FAS_N
PF06882.12,DUF1263
PF04868.12,PDE6_gamma
PF18523.1,Sld3_N
PF07122.11,VLPT
PF15869.5,TolB_like
PF09194.10,Endonuc-BsobI
PF16249.5,DUF4906
PF18224.1,ToxB_N
PF13333.6,rve_2
PF07819.13,PGAP1
PF14817.6,HAUS5
PF04812.13,HNF-1B_C
PF00579.25,tRNA-synt_1b
PF03882.14,KicB
PF05586.11,Ant_C
PF18405.1,Serine_protease
PF16744.5,Zf_RING
PF06020.11,Roughex
PF15861.5,partial_CstF
PF17530.2,NS3
PF07602.11,DUF1565
PF03070.16,TENA_THI-4
PF17109.5,Goodbye
PF02380.15,Papo_T_antigen
PF09520.10,RE_TdeIII
PF12574.8,120_Rick_ant
PF01670.16,Glyco_hydro_12
PF08303.11,tRNA_lig_kinase
PF12180.8,EABR
PF12151.8,MVL
PF08988.10,T3SS_needle_E
PF16217.5,M64_N
PF16022.5,DUF4783
PF11623.8,NdhS
PF06536.11,Av_adeno_fibre
PF03554.13,Herpes_UL73
PF17317.2,MFA1_2
PF05613.11,Herpes_U15
PF17118.5,DUF5105
PF06672.11,DUF1175
PF08632.10,Zds_C
PF03135.14,CagE_TrbE_VirB
PF00051.18,Kringle
PF15560.6,Imm12
PF03194.15,LUC7
PF08912.11,Rho_Binding
PF06346.12,Drf_FH1
PF08270.11,PRD_Mga
PF15742.5,DUF4686
PF12603.8,DUF3770
PF18217.1,Zap1_zf2
PF05387.11,Chorion_3
PF02756.14,GYR
PF12481.8,DUF3700
PF18861.1,PTP_tm
PF18753.1,Nmad2
PF11478.8,Tachystatin_B
PF09668.10,Asp_protease
PF00180.20,Iso_dh
PF06575.12,DUF1132
PF06787.11,UPF0254
PF17374.2,DUF5396
PF10679.9,DUF2491
PF15773.5,DUF4701
PF15829.5,DUF4711
PF06253.11,MTTB
PF12722.7,Hid1
PF07710.11,P53_tetramer
PF15473.6,PCNP
PF06590.11,PerB
PF15125.6,TMEM238
PF16789.5,YscO-like
PF00500.18,Late_protein_L1
PF01815.16,Rop
PF03216.13,Rhabdo_ncap_2
PF09688.10,Wx5_PLAF3D7
PF11278.8,DUF3079
PF18070.1,Cas9_PI2
PF12587.8,DUF3761
PF04185.14,Phosphoesterase
PF07028.11,DUF1319
PF05507.11,MAGP
PF09200.10,Monellin
PF10245.9,MRP-S22
PF13317.6,DUF4088
PF16768.5,NupH_GANP
PF14154.6,DUF4306
PF16251.5,NAR
PF15147.6,DUF4578
PF11558.8,HET-s_218-289
PF14991.6,MLANA
PF12861.7,zf-ANAPC11
PF14272.6,Gly_rich_SFCGS
PF13611.6,Peptidase_S76
PF09641.10,DUF2026
PF03042.14,Birna_VP5
PF16692.5,Folliculin_C
PF11413.8,HIF-1
PF09947.9,DUF2180
PF14939.6,DCAF15_WD40
PF15676.5,S6OS1
PF12630.7,Pox_polyA_pol_N
PF14918.6,MTBP_N
PF10461.9,Peptidase_S68
PF12494.8,DUF3695
PF01947.16,DUF98
PF05097.12,DUF688
PF16105.5,DUF4823
PF11699.8,CENP-C_C
PF01021.19,TYA
PF14502.6,HTH_41
PF14182.6,YgaB
PF03512.13,Glyco_hydro_52
PF05461.11,ApoL
PF05273.13,Pox_RNA_Pol_22
PF09314.11,DUF1972
PF17009.5,DUF5090
PF01152.21,Bac_globin
PF16501.5,SCAPER_N
PF17497.2,DUF5432
PF09291.10,DUF1968
PF12477.8,TraW_N
PF17346.2,DUF5376
PF09310.10,PD-C2-AF1
PF15507.6,DUF4649
PF15727.5,DUF4678
PF03385.17,STELLO
PF12280.8,BSMAP
PF18111.1,RPGR1_C
PF13912.6,zf-C2H2_6
PF10847.8,DUF2656
PF04563.15,RNA_pol_Rpb2_1
PF16286.5,DUF4932
PF14173.6,ComGG
PF05338.12,DUF717
PF05996.12,Fe_bilin_red
PF03340.13,Pox_Rif
PF11216.8,DUF3012
PF01864.17,CarS-like
PF05268.11,GP38
PF03077.14,VacA2
PF01620.16,Pollen_allerg_2
PF00922.17,Phosphoprotein
PF16357.5,PepSY_TM_like_2
PF02344.15,Myc-LZ
PF18736.1,pEK499_p136
PF10911.8,DUF2717
PF03324.14,Herpes_HEPA
PF10966.8,DUF2768
PF09032.11,Siah-Interact_N
PF15029.6,TMEM174
PF00666.17,Cathelicidins
PF11628.8,TCR_zetazeta
PF08474.11,MYT1
PF03213.14,Pox_P35
PF10821.8,DUF2567
PF10945.8,CBP_BcsR
PF17170.4,DUF5128
PF03781.16,FGE-sulfatase
PF15231.6,VCX_VCY
PF15196.6,Harakiri
PF05269.11,Phage_CII
PF02078.16,Synapsin
PF03284.13,PHZA_PHZB
PF14876.6,RSF
PF17888.1,Carm_PH
PF15592.6,Imm41
PF10928.8,DUF2810
PF14153.6,Spore_coat_CotO
PF18825.1,LPD13
PF03577.15,Peptidase_C69
PF10684.9,BDM
PF08813.11,Phage_tail_3
PF18684.1,PlyB_C
PF01382.17,Avidin
PF08594.10,UPF0300
PF08601.10,PAP1
PF14005.6,YpjP
PF03731.15,Ku_N
PF14386.6,DUF4417
PF03384.14,DUF287
PF04736.12,Eclosion
PF17520.2,DUF5445
PF11713.8,Peptidase_C80
PF00982.21,Glyco_transf_20
PF16937.5,T3SS_HrpK1
PF08073.12,CHDNT
PF08551.10,DUF1751
PF02224.18,Cytidylate_kin
PF06053.11,DUF929
PF11606.8,AlcCBM31
PF15660.6,Imm75
PF11622.8,DUF3251
PF15800.5,CiPC
PF05077.12,DUF678
PF06537.11,DHOR
PF17296.2,ArenaCapSnatch
PF15799.5,CCD48
PF11670.8,MSP1a
PF12326.8,EOS1
PF18782.1,NAD2
PF06138.12,Chordopox_E11
PF06148.11,COG2
PF12808.7,Mto2_bdg
PF09002.11,DUF1887
PF15588.6,Imm10
PF13980.6,UPF0370
PF11179.8,DUF2967
PF16452.5,Phage_CI_C
PF10148.9,SCHIP-1
PF15956.5,DUF4760
PF02075.17,RuvC
PF12048.8,DUF3530
PF01665.16,Rota_NSP3
PF08762.10,CRPV_capsid
PF07318.12,DUF1464
PF17741.1,DUF5578
PF14283.6,DUF4366
PF01425.21,Amidase
PF16892.5,CHS5_N
PF01065.19,Adeno_hexon
PF07622.11,DUF1583
PF10246.9,MRP-S35
PF01274.22,Malate_synthase
PF03423.13,CBM_25
PF03520.14,KCNQ_channel
PF17534.2,DUF5453
PF01291.17,LIF_OSM
PF15052.6,TMEM169
PF11786.8,Aft1_HRA
PF03254.13,XG_FTase
PF04207.12,MtrD
PF16048.5,Antimicrobial23
PF18539.1,DUF5625
PF04473.12,DUF553
PF09584.10,Phageshock_PspD
PF15927.5,Casc1_N
PF01147.17,Crust_neurohorm
PF08041.11,PetM
PF17108.5,HET-S
PF03431.13,RNA_replicase_B
PF07197.12,DUF1409
PF08403.10,AA_permease_N
PF04013.12,Methyltrn_RNA_2
PF13759.6,2OG-FeII_Oxy_5
PF16895.5,DUF5085
PF16210.5,Keratin_2_tail
PF07359.11,LEAP-2
PF06356.11,DUF1064
PF09700.10,Cas_Cmr3
PF06219.12,DUF1005
PF05813.12,Orthopox_F7
PF01446.17,Rep_1
PF09691.10,T2SS_PulS_OutS
PF03682.13,UPF0158
PF08248.11,Tryp_FSAP
PF04710.14,Pellino
PF18561.1,Regnase_1_C
PF10525.9,Engrail_1_C_sig
PF11477.8,PM0188
PF00835.19,SNAP-25
PF08965.10,DUF1870
PF03702.14,AnmK
PF11539.8,DUF3228
PF09941.9,DUF2173
PF17129.4,Peptidase_M99_C
PF07056.11,DUF1335
PF12478.8,DUF3697
PF04162.12,Gyro_capsid
PF16482.5,Staufen_C
PF08741.10,YwhD
PF12165.8,Alfin
PF10413.9,Rhodopsin_N
PF11310.8,DUF3113
PF14457.6,Prok-E2_A
PF07316.11,DUF1463
PF15578.6,DUF4662
PF09961.9,DUF2195
PF05102.12,Holin_BlyA
PF16055.5,DUF4798
PF18713.1,DUF5645
PF18017.1,SAM_4
PF03376.14,Adeno_E3B
PF18049.1,DNA_pol_P_Exo
PF06722.12,DUF1205
PF14055.6,NVEALA
PF04841.13,Vps16_N
PF11770.8,GAPT
PF05215.13,Spiralin
PF01348.21,Intron_maturas2
PF12031.8,BAF250_C
PF16390.5,DUF4999
PF16806.5,ExsD
PF13568.6,OMP_b-brl_2
PF15051.6,FAM198
PF15303.6,RNF111_N
PF07519.11,Tannase
PF17742.1,DUF5579
PF09243.10,Rsm22
PF17450.2,Melibiase_2_C
PF16810.5,RXLR
PF12016.8,Stonin2_N
PF04110.13,APG12
PF05777.12,Acp26Ab
PF03215.15,Rad17
PF03869.14,Arc
PF17574.2,TA_inhibitor
PF17397.2,DUF5404
PF16598.5,Edc3_linker
PF13981.6,SopA
PF11843.8,DUF3363
PF03060.15,NMO
PF16755.5,NUP214
PF05038.13,Cytochrom_B558a
PF15533.6,Ntox33
PF05100.12,Phage_tail_L
PF12243.8,CTK3
PF01222.17,ERG4_ERG24
PF11098.8,Chlorosome_CsmC
PF09772.9,Tmem26
PF04071.12,zf-like
PF11041.8,DUF2612
PF03661.13,UPF0121
PF15983.5,DUF4767
PF07476.11,MAAL_C
PF17486.2,Cys_Knot_tox
PF03786.13,UxuA
PF18500.1,CadC_C1
PF17341.2,DUF5371
PF13652.6,QSregVF
PF01153.19,Glypican
PF18177.1,La_HTH_kDCL
PF18613.1,TrkA_TMD
PF08983.10,DUF1856
PF15012.6,DUF4519
PF16624.5,zf-C2H2_assoc2
PF09281.10,Taq-exonuc
PF05825.11,PSP94
PF09957.9,VapB_antitoxin
PF15797.5,DUF4706
PF15703.5,LAT2
PF02200.16,STE
PF12386.8,Peptidase_C71
PF14578.6,GTP_EFTU_D4
PF07267.11,Nucleo_P87
PF15827.5,UPF0730
PF07691.12,PA14
PF08057.11,Ery_res_leader2
PF00893.19,Multi_Drug_Res
PF07204.11,Orthoreo_P10
PF02165.15,WT1
PF06786.12,UPF0253
PF14783.6,BBS2_Mid
PF10389.9,CoatB
PF05564.12,Auxin_repressed
PF08309.11,LVIVD
PF09138.11,Urm1
PF05374.12,Mu-conotoxin
PF15382.6,DUF4609
PF02158.15,Neuregulin
PF14854.6,LURAP
PF03616.14,Glt_symporter
PF15783.5,FSIP2
PF04516.15,CP2
PF18392.1,CSN7a_helixI
PF16246.5,DUF4903
PF08682.10,DUF1780
PF03805.13,CLAG
PF17458.2,DUF5421
PF04528.13,Adeno_E4_34
PF15818.5,CCDC73
PF12020.8,TAFA
PF03701.14,UPF0181
PF15425.6,DUF4627
PF13940.6,Ldr_toxin
PF12749.7,Metallothio_Euk
PF08692.10,Pet20
PF04976.12,DmsC
PF14741.6,GH114_assoc
PF06636.11,DUF1157
PF18467.1,DUF5613
PF01024.19,Colicin
PF07421.11,Pro-NT_NN
PF09644.10,Mg296
PF04971.12,Phage_holin_2_1
PF00363.18,Casein
PF09060.10,L27_N
PF10935.8,DUF2637
PF12818.7,Tegument_dsDNA
PF16505.5,Emaravirus_P4
PF12207.8,DUF3600
PF03047.14,ComC
PF16592.5,Cas9_REC
PF05149.12,Flagellar_rod
PF16474.5,KIND
PF17968.1,Tlr3_TMD
PF08599.10,Nbs1_C
PF08998.11,Epsilon_antitox
PF16687.5,ELYS-bb
PF12598.8,TBX
PF06790.11,UPF0259
PF13447.6,Multi-haem_cyto
PF03062.19,MBOAT
PF14836.6,Ubiquitin_3
PF16395.5,DUF5004
PF09973.9,DUF2208
PF14866.6,Toxin_38
PF12907.7,zf-met2
PF11427.8,HTH_Tnp_Tc3_1
PF15586.6,Imm8
PF17794.1,Vault_2
PF17323.2,ToxS
PF14197.6,Cep57_CLD_2
PF06277.11,EutA
PF11429.8,Colicin_D
PF02529.15,PetG
PF01690.17,PLRV_ORF5
PF01673.18,Herpes_env
PF02008.20,zf-CXXC
PF01304.17,Gas_vesicle_C
PF10837.8,DUF2575
PF05030.12,SSXT
PF01451.21,LMWPc
PF17355.2,DUF5383
PF11986.8,PB1-F2
PF05821.11,NDUF_B8
PF16409.5,DUF5017
PF14461.6,Prok-E2_B
PF05072.13,Herpes_UL43
PF08442.10,ATP-grasp_2
PF16024.5,DUF4785
PF18767.1,AID
PF09059.10,TyeA
PF13893.6,RRM_5
PF06387.11,Calcyon
PF17444.2,YhdX
PF11660.8,DUF3262
PF04697.13,Pinin_SDK_N
PF06872.11,EspG
PF12069.8,DUF3549
PF00243.18,NGF
PF05881.12,CNPase
PF00974.18,Rhabdo_glycop
PF05057.14,DUF676
PF05549.11,Allexi_40kDa
PF04466.13,Terminase_3
PF07935.11,SSV1_ORF_D-335
PF06785.11,UPF0242
PF01102.18,Glycophorin_A
PF17155.4,GAPES1
PF14587.6,Glyco_hydr_30_2
PF18518.1,TcA_RBD
PF16615.5,RhoGEF67_u1
PF18230.1,Glyc_hyd_38C_2
PF18172.1,LepB_GAP_N
PF06770.11,Arif-1
PF02784.16,Orn_Arg_deC_N
PF05718.12,Pox_int_trans
